https://bugs.python.org/issue34744	https://github.com/python/cpython/pull/9427	bpo-34744 Lib/argparse.py %(flag)s format specifier for argparse.add_argument help string
https://bugs.python.org/issue46014	https://github.com/python/cpython/pull/32282	bpo-46014: Add docs regarding `functools.singledispatch` changes
https://bugs.python.org/issue8814	https://github.com/python/cpython/pull/21392	bpo-41231: Make wraps retain type annotations
https://bugs.python.org/issue10141	https://github.com/python/cpython/pull/23794	bpo-42653: Add constants for isotp.h which is included in Linux >= 5.10
https://bugs.python.org/issue17636	https://github.com/python/cpython/pull/18347	bpo-39551: mock patch should match behavior of import from when module isn't present in sys.modules
https://bugs.python.org/issue40260	https://github.com/python/cpython/pull/19549	bpo-40260: fix API regression with file_info mode field
https://bugs.python.org/issue24120	https://github.com/python/cpython/pull/23025	[WIP/RFC] pathlib: revisit error handling
https://bugs.python.org/issue41283	https://github.com/python/cpython/pull/21573	bpo-41283: Add missing doc strings and improve docs
https://bugs.python.org/issue39995	https://github.com/python/cpython/pull/19788	bpo-39995: CLN remove some locks in ProcessPoolExecutor
https://bugs.python.org/issue37322	https://github.com/python/cpython/pull/25572	[3.9] bpo-37322: Fix ResourceWarning and exception handling in test (GH-25553)
https://bugs.python.org/issue46415	https://github.com/python/cpython/pull/30642	bpo-46415: Use f-string for ValueError in ipaddress.ip_{address,network,interface} helper functions
https://bugs.python.org/issue41045	https://github.com/python/cpython/pull/21552	bpo-41411: Document f-strings in library/stdtypes.rst
https://bugs.python.org/issue25658	https://github.com/python/cpython/pull/4060	bpo-31828: make Py_tss_NEEDS_INIT usable in non-static initialisers
https://bugs.python.org/issue45865	https://github.com/python/cpython/pull/29698	bpo-45865: Removed inheritance from object in unittest
https://bugs.python.org/issue39985	https://github.com/python/cpython/pull/19065	bpo-39985: Make string.Formatter with empty field name default to 0
https://bugs.python.org/issue46576	https://github.com/python/cpython/pull/32382	[3.10] bpo-46576: Speed up test_peg_generator by using a static libra…
https://bugs.python.org/issue36422	https://github.com/python/cpython/pull/14292	bpo-37302: Add an "onerror" callback parameter to the tempfile.TemporaryDirectory member functions
https://bugs.python.org/issue40174	https://github.com/python/cpython/pull/19385	bpo-40174: Check when clock_gettime is necessary
https://bugs.python.org/issue46440	https://github.com/python/cpython/pull/30832	bpo-41255: Prevent exits if `ArgumentParser.exit_on_error` is False
https://bugs.python.org/issue40361	https://github.com/python/cpython/pull/19649	bpo-40361: Updated condition for darwin/win to fix NotADirectoryError 'xdg-settings' error
https://bugs.python.org/issue45274	https://github.com/python/cpython/pull/31290	bpo-45274: Fix one race condition Thread.join
https://bugs.python.org/issue40670	https://github.com/python/cpython/pull/20830	bpo-40670: Improve documentation for timeit function
https://bugs.python.org/issue43218	https://github.com/python/cpython/pull/24530	bpo-43218: prevent venv creation when target directory contains PATH separator
https://bugs.python.org/issue22295	https://github.com/python/cpython/pull/24003	[bpo-22295](https://bugs.python.org/issue22295) use `python -m pip` rather than plain `pip` in examples
https://bugs.python.org/issue40185	https://github.com/python/cpython/pull/31779	bpo-43923: Allow NamedTuple multiple inheritance
https://bugs.python.org/issue28764	https://github.com/python/cpython/pull/23553	bpo-28764: mailbox.mbox: handle lines with non-ascii more graceful
https://bugs.python.org/issue37776	https://github.com/python/cpython/pull/17575	bpo-36225: Finalise subinterpreters in Py_FinalizeEx()
https://bugs.python.org/issue36643	https://github.com/python/cpython/pull/27330	bpo-36643: Unwrap ForwardRefs and string types in dataclasses.fields() result
https://bugs.python.org/issue35770	https://github.com/python/cpython/pull/11615	bpo-35770: Convert menudefs to dictionary
https://bugs.python.org/issue31699	https://github.com/python/cpython/pull/4256	bpo-31699: Deadlocks in `concurrent.futures.ProcessPoolExecutor` with unpickling error
https://bugs.python.org/issue47190	https://github.com/python/cpython/pull/32293	bpo-47190: Initial async tk loop stuff
https://bugs.python.org/issue39298	https://github.com/python/cpython/pull/31686	bpo-39298: Add BLAKE3 bindings to hashlib.
https://bugs.python.org/issue42892	https://github.com/python/cpython/pull/24192	bpo-42892 Fix AttributeError in email.message.get_body()
https://bugs.python.org/issue37435	https://github.com/python/cpython/pull/14432	bpo-26828: Add __length_hint__() to builtin map iterator
https://bugs.python.org/issue36674	https://github.com/python/cpython/pull/13180	bpo-36674: Stops skipped tests from running in debug mode.
https://bugs.python.org/issue39881	https://github.com/python/cpython/pull/18817	bpo-32604: Multiple Interpreters in the Stdlib (PEP 554)
https://bugs.python.org/issue39774	https://github.com/python/cpython/pull/18677	bpo-39774: docs for make package executable
https://bugs.python.org/issue39355	https://github.com/python/cpython/pull/32175	bpo-39355: WIP: Add _testcppext C++ extension
https://bugs.python.org/issue39761	https://github.com/python/cpython/pull/18672	bpo-39761: dtrace build fix for Linux and non Linux systems.
https://bugs.python.org/issue46590	https://github.com/python/cpython/pull/31020	bpo-46590: I suggests to modify Include/object.h in 98 line
https://bugs.python.org/issue42673	https://github.com/python/cpython/pull/23833	bpo-42673 prevent branch misprediction in round_size (used in rehash)
